model,y,term,estimate,std.error,statistic,p.value,p.adj,sig,component,alpha.adj,ci.lower,ci.upper,AIC,min,BIC,pseudoR2,max
fractional_logit,Body_arrangement,year_publication,0.5096188263396756,0.24399661131123027,2.088630754341217,0.03674097454101305,0.18370487270506525,,NA,0.01,-0.11887479504242227,1.1381124477217734,27.774343036354175,1,30.576737799678487,0.10805283130472366,1
fractional_logit,Body_positioning,arch_index,0.34774362832253314,0.31800125773940097,1.0935290973204443,0.2741615606704744,1,,NA,0.01,-0.4713733299280223,1.1668605865730886,38.18719262122796,0,40.989587384552266,0.05195665109470105,1
fractional_logit,Body_positioning,n_authors_log,-0.29547940958400276,0.2463299175276308,-1.1995270917543293,0.2303230569334568,1,,NA,0.01,-0.929983229492458,0.3390244103244525,37.68205046761082,0,40.48444523093513,0.0401537196292574,0
fractional_logit,Body_positioning,n_countries_log,-0.26454587138077845,0.28263005620552606,-0.9360146437801472,0.349265648110554,1,,NA,0.01,-0.9925526522186451,0.4634609094570882,38.142016302577154,0,40.94441106590146,0.03163833147549786,0
fractional_logit,Body_positioning,n_samples_log,0.08037045958125094,0.27132023867475885,0.2962199206878697,0.7670621366450869,1,,NA,0.01,-0.6185041618430744,0.7792450810055764,39.83805367282992,0,42.64044843615423,0.003069010986714944,1
fractional_logit,Body_positioning,year_publication,0.368231821491935,0.2616289618520994,1.4074581762094784,0.15929157078947878,0.7964578539473939,,NA,0.01,-0.30567972510377983,1.04214336808765,38.22722066770957,0,41.029615431033875,0.06323772928693816,1
fractional_logit,C14,arch_index,-0.037883685430120835,0.23168581497178714,-0.16351318458894,0.870114393055124,1,,NA,0.01,-0.6346667968510586,0.5588994259908169,42.66950790836214,0,45.47190267168645,8.964878323530083e-4,1
fractional_logit,C14,n_authors_log,0.14129915550338173,0.25185901044177034,0.561024818034255,0.5747806186156559,1,,NA,0.01,-0.5074466639553588,0.7900449749621221,43.10681482545241,0,45.90920958877672,0.01237234275480515,1
fractional_logit,C14,n_countries_log,0.21432986963139403,0.21981246471484575,0.9750578517439215,0.32953156413845697,1,,NA,0.01,-0.3518695182664143,0.7805292575292023,42.46092858367245,0,45.263323346996756,0.027715684423221844,1
fractional_logit,C14,n_samples_log,-0.31958604087371767,0.21676924437277606,-1.4743145034178766,0.14039693196552325,0.7019846598276163,,NA,0.01,-0.8779466126372667,0.23877453088983136,40.45136490056737,0,43.25375966389168,0.0592859110371217,1
fractional_logit,C14,year_publication,-0.1323653146599997,0.2958008089591529,-0.4474812463351918,0.6545276255106336,1,,NA,0.01,-0.8942977063904557,0.6295670770704563,42.4256318255313,0,45.228026588855606,0.010963896840180204,1
fractional_logit,Culture,arch_index,0.5546351429542712,0.2820107412135443,1.9667163760060122,0.04921591788664345,0.24607958943321726,,NA,0.01,-0.17177638817912166,1.281046674087664,42.49799717710411,1,45.30039194042842,0.12034432573818282,1
