model,y,term,estimate,std.error,statistic,p.value,p.adj,sig,component,alpha.adj,ci.lower,ci.upper,AIC,min,BIC,pseudoR2,max
xbx,Geolocation,n_authors_log,0.20631529700663762,0.38626439319688,0.5341297324847599,0.5932517802544242,1,,mu,0.01,-0.7886358459074202,1.2012664399206954,52.757681421228135,0,58.36247094787676,0.05768116776168021,1
xbx,Geolocation,n_countries_log,0.11469039058772502,0.3544456661231942,0.3235767891935861,0.7462584628690391,1,,mu,0.01,-0.7983011427283083,1.0276819239037585,52.93971285539711,0,58.544502382045735,0.025171488093508526,1
xbx,Geolocation,n_samples_log,1.4217254492021003,0.4805612876700211,2.9584685360222616,0.0030917180228501764,0.015458590114250883,*,mu,0.01,0.18388160227046724,2.6595692961337334,41.0551522016955,0,46.65994172834412,0.5582684487988513,1
xbx,Geolocation,year_publication,0.909801990785962,0.4244568231160003,2.1434500312822657,0.03207697936950456,0.16038489684752277,,mu,0.01,-0.1835263322875036,2.003130313859428,47.66521304961476,0,53.27000257626339,0.26440787882562894,1
xbx,Grave,arch_index,0.07708371717669892,0.20064725204856107,0.384175294651147,0.7008485279676043,1,,mu,0.01,-0.4397493543265467,0.5939167886799446,16.756348533780255,1,22.36113806042888,3.952447475287583e-4,0
xbx,Grave,n_authors_log,0.2356542920304898,0.1978936705371071,1.1908126793085188,0.23372713019721295,1,,mu,0.01,-0.2740860235258422,0.7453946075868219,15.50887541545514,1,21.113664942103764,0.06419305436777165,1
xbx,Grave,n_countries_log,0.2654035569011422,0.2067891359344407,1.2834501953008028,0.19933439778715042,0.9966719889357522,,mu,0.01,-0.26724995909434696,0.7980570728966314,15.198612947001227,1,20.803402473649847,0.027131024414729924,1
xbx,Grave,n_samples_log,0.029194614182348415,0.21509620187430245,0.1357281715248934,0.8920361761460186,1,,mu,0.01,-0.5248564856875497,0.5832457140522465,16.88825550277261,1,22.493045029421232,0.004254486450710863,0
xbx,Grave,year_publication,0.16763337130609565,0.21336245493818964,0.7856741775616448,0.43205839506337346,1,,mu,0.01,-0.38195189240082494,0.7172186350130163,16.26643485528352,1,21.87122438193214,0.0014808562988351311,0
xbx,Grave_goods,arch_index,0.17749115002599986,0.2544532251480982,0.6975394001105528,0.4854652910318232,1,,mu,0.01,-0.4779369236929974,0.8329192237449972,31.959724940943737,1,37.56451446759236,8.170837828505607e-4,0
xbx,Grave_goods,n_authors_log,-0.03138637510881447,0.25806448574898605,-0.1216222178643494,0.9031982168022089,1,,mu,0.01,-0.6961164397063302,0.6333436894887012,32.440233671617605,1,38.04502319826622,0.04098108397796467,1
xbx,Grave_goods,n_countries_log,-0.140877556399744,0.25831285494910333,-0.5453757089537871,0.5854951435129603,1,,mu,0.01,-0.8062473776610208,0.5244922648615329,32.15806822549759,1,37.76285775214621,0.07208476253923245,1
xbx,Grave_goods,n_samples_log,0.2696702538703487,0.2656435198521201,1.0151584123733575,0.3100303211109355,1,,mu,0.01,-0.41458210886261615,0.9539226166033136,31.416440528241043,1,37.021230054889664,0.004127597217829266,1
xbx,Grave_goods,year_publication,0.376404989191817,0.2604281625107999,1.4453313557292695,0.14836483449657978,0.7418241724828989,,mu,0.01,-0.2944135032728965,1.0472234816565305,30.340248954913324,1,35.945038481561944,0.013602623130475226,0
xbx,Images,arch_index,0.15732859728483464,0.35673915362770353,0.44101858650767645,0.6591995413311658,1,,mu,0.01,-0.761570568352637,1.0762277629223063,47.27541419524034,0,52.88020372188896,1.8799818496187017e-5,0
xbx,Images,n_authors_log,0.12285350154851901,0.33830186791297173,0.3631475708556333,0.7164946502824876,1,,mu,0.01,-0.7485543632670428,0.9942613663640809,47.34303203749587,0,52.94782156414449,0.06517675062056093,1
xbx,Images,n_countries_log,-0.06308942170353031,0.34648505244356476,-0.18208410798271382,0.8555167202423782,1,,mu,0.01,-0.9555757730293417,0.8293969296222812,47.44213919271564,0,53.04692871936427,0.1430895548978769,1
xbx,Images,n_samples_log,-0.2715995120027428,0.33603682083578573,-0.8082433089541335,0.4189505306166332,1,,mu,0.01,-1.1371730021829713,0.5939739781774857,46.845768560457515,0,52.45055808710614,0.15191695564896954,0
xbx,Images,year_publication,-0.37995452361598225,0.3541611695735319,-1.0728294241672789,0.28334765629480735,1,,mu,0.01,-1.292213242382637,0.5323041951506723,46.28884596755064,0,51.893635494199266,0.039462114396252544,1
