aDNAID,CitationID,Country,Resampled,Site description,Multiple names,Geolocation,Overall chronology,Sample chronology,References,Culture,IndividualID,Anthropological sex,Anthropological age,Grave,Body positioning,Body arrangement,Grave goods,14C,Images,notes,...22
AITI_62A,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
AITI_62B,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
AITI_65adult,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
AITI_65child,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
AITI_66,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
AITI_70,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
AITI_72,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
AITI_77A,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
AITI_77B,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
AITI_78,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
AITI_86,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
AITI_87,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
AITI_92,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
AITI_95,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
AITI_98,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
ALB3/I0118,haak2015a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
ALT_1,mittn2019a,Germany,0,1,0,1,0,1,1,1,0,1,1.3,1,1.2,1.1,1,1.2,0,NA,NA
ALT_2,mittn2019a,Germany,0,1,0,1,0,1,1,1,0,1,1.3,1,1.2,1.1,1,1.1,0,NA,NA
ALT_3,mittn2019a,Germany,0,1,0,1,0,1,1,1,0,1,1.2,1,0,1.1,1,1.1,0,NA,NA
ALT_4,mittn2019a,Germany,0,1,0,1,0,1,1,1,0,1,1.2,1,0,1.1,1,1.2,0,NA,NA
AMPA_1,mittn2019a,Germany,0,1,0,1,1,1,1,1,0,1,1.2,1,0,0,1,1,0,NA,NA
Bockstein,fu2016a,Germany,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA
Brillenhohle,fu2016a,Germany,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA
Burkhardsthohle,fu2016a,Germany,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,NA,NA
BZH12/I0171,haak2015a,Germany,0,0,0,1,0,1,0,1,1,0,0,0,1.2,1.1,0,1,0,NA,NA
BZH4/I0058,haak2015a,Germany,0,0,0,1,0,1,0,1,1,0,0,0,1.2,1.1,1,1,0,NA,NA
BZH6/I0059,haak2015a,Germany,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,NA,NA
E09537_d/Feature 68 Skeleton 2,olald2018a,Germany,0,1,0,1,1,1,0,1,1,1,1,1,1.2,1.1,1.2,1,0,NA,NA
E09538/Feature 68 Skeleton 1,olald2018a,Germany,0,1,0,1,1,1,0,1,1,1,0,1,1.2,1.1,1.2,1,0,NA,NA
E09568_d/Grave 8 Skeleton 1,olald2018a,Germany,0,1,0,1,1,1,0,1,1,1,0,1,1,1.1,1,1,0,NA,NA
E09569/Grave I/3,olald2018a,Germany,0,1,0,1,0,1,1,1,1,1,0,0,1.1,1.1,1.2,1,0,NA,NA
E09613_d,olald2018a,Germany,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1.2,1,0,NA,NA
E09614_d,olald2018a,Germany,0,1,0,1,1,1,0,1,1,1,0,0,1.2,0,1.2,1,0,NA,NA
ESP 26/I0106,haak2015a,Germany,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
ESP11/I0104,haak2015a,Germany,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
ESP16/I0103,haak2015a,Germany,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
ESP2/I0114,haak2015a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
ESP22/I0049,haak2015a,Germany,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
ESP24 / I0172,haak2015a,Germany,0,1,1,1,0,1,0,1,1,1,1.2,0,0,0,1,1,0,NA,NA
ESP29/I0117,haak2015a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
ESP3/I0115,haak2015a,Germany,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,0,1,0,NA,NA
ESP30 / I0807,haak2015a,Germany,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,NA,NA
ESP4/I0116,haak2015a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
EUL41A/I0803,haak2015a,Germany,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,NA,NA
EUL57B/I0804,haak2015a,Germany,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,NA,NA
Falkenstein,fu2016a,Germany,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA
Felsdach,fu2016a,Germany,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA
FMW,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,1.1,1.1,1,0,NA,NA
HAL14/I0056,haak2015a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
HAL2/I0659,haak2015a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
HAL24/I0821,haak2015a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
HAL25/I0048,haak2015a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
HAL34/I0057,haak2015a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
HAL4/I0100,haak2015a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
HAL5/I0046,haak2015a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
HohleFels49,fu2016a,Germany,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA
HohleFels79,fu2016a,Germany,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA
HohlensteinStadel,fu2016a,Germany,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,NA,NA
HUGO_167,mittn2019a,Germany,0,1,0,1,1,1,1,1,0,1,1.2,1,1.2,1.1,0,1,0,NA,NA
HUGO_168,mittn2019a,Germany,0,1,0,1,1,1,1,1,0,1,1.2,1,1.2,1.1,0,1,0,NA,NA
HUGO_169Sk1,mittn2019a,Germany,0,1,0,1,1,1,1,1,0,1,1.2,1,1.2,1.1,0,1,0,NA,NA
HUGO_171,mittn2019a,Germany,0,1,0,1,1,1,1,1,0,1,1.2,1,1.2,1.1,0,1,0,NA,NA
HUGO_180Sk1,mittn2019a,Germany,0,1,0,1,1,1,1,1,0,1,1.2,1,1.2,0,0,1,0,NA,NA
HUGO_180Sk2,mittn2019a,Germany,0,1,0,1,1,1,1,1,0,1,1.2,1,1.2,1.1,0,1,0,NA,NA
HUGO_190,mittn2019a,Germany,0,1,0,1,1,1,1,1,0,1,1.2,1,1.2,1.1,0,1,0,NA,NA
I0047/HAL16,haak2015a,Germany,0,0,0,1,1,1,1,1,1,0,0,0,1.2,1.1,1.2,1,0,NA,NA
I0099/HAL36C,haak2015a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,1.2,1.1,1.2,1,0,NA,NA
Lasiti9 (I0074),lazar2017a,Greece,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,NA,NA
KO1,lipso2017a,Hungary,1,1,0,1,1,1,1,1,1,1,1.3,1,1,0,1,0,0,"""KO1, previously published [55]""; includes a complete description",NA
I0805 / QLB26,mathi2015a,Germany,0,1,1,1,1,1,1,1,1,1,1.2,0,0,1.1,1.1,1,0,NA,NA
BAL_3,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,1.2,1.1,1,0,0,NA,NA
BOVO_1b,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,0.5,1.1,1,0,0,1,0,0,NA,NA
BUD_4a,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,1.2,0,1,0,0,NA,NA
BUD_9a,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,0,0,0,0,0,NA,NA
CEG03b,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,0,1.2,0,1,0,0,NA,NA
CEG07b,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,0,0,0,0,0,0,NA,NA
CEG08b,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,0.5,1.3,0,1.2,1,1,0,0,NA,NA
CSAT19a,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,1.2,0,1.2,0,0,NA,NA
EBSA_2a,lipso2017a,Hungary,0,1,1,1,0,1,1,1,1,0.1,1.1,1,1.2,1.3,1,0,0,NA,NA
I1546 / BZH2,mathi2015a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,1.2,1.1,0,1,0,NA,NA
I1549 / BZH15,mathi2015a,Germany,0,1,0,1,1,1,1,1,1,1,1.2,0,1.2,1.1,0,1,0,NA,NA
EBVO_5a,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,1,0,0,0,0,0,NA,NA
FAGA_1,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,0,0,1,0,0,NA,NA
FEB_3,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA
GEN_100,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,0,0,1,1.2,0,1.2,0,0,NA,NA
GEN_12a,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,1.2,0,1.2,0,0,NA,NA
I3590/Grave 4,olald2018a,Germany,0,1,0,1,1,1,1,1,1,1,1,0,1.2,0,1.1,1,0,NA,NA
I3592/Grave 8,olald2018a,Germany,0,1,0,1,1,1,1,1,1,1,1,0,1.1,1.1,0,1,0,NA,NA
I3593/Grave 6,olald2018a,Germany,0,1,0,1,1,1,1,1,1,1,1,0,1.1,1.1,0,1,0,NA,NA
I3594/Grave 9,olald2018a,Germany,0,1,0,1,1,1,1,1,1,1,1,0,1.1,1.1,1.2,1,0,NA,NA
GEN_13a,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,1.2,0,1.2,0,0,NA,NA
GEN_14a,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,1.2,0,1.2,0,0,NA,NA
GEN_16a,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,0,1.3,0,1.2,0,0,0,0,NA,NA
GEN_21,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,1.2,0,1.2,0,0,NA,NA
GEN_22,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,1.2,0,1.2,0,0,NA,NA
GEN_24,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,1.2,0,1.2,0,0,NA,NA
GEN_55,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,1.2,0,1,0,0,NA,NA
GEN_60,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,1,0,0,1,0,0,NA,NA
I4132/RISE560/F0187/grave 3,olald2018a,Germany,0,1,0,1,1,1,0,1,1,1,1.1,1,1,1,1.2,1,0,NA,NA
GEN_61,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,1,0,0,1,0,0,NA,NA
GEN_62,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,0,1.3,1,0,0,1,0,0,NA,NA
"I4250/RISE919, grave 6",olald2018a,Germany,0,1,0,1,1,1,1,1,1,0.5,1.1,0,1.2,0,0,1,0,NA,NA
I5014/RISE556/F0003/Grave 4,olald2018a,Germany,0,1,0,1,1,1,1,1,1,1,1.1,0,1.2,1.1,1.1,1,0,NA,NA
I5017/RISE559/F0174/grave 4,olald2018a,Germany,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA
GEN_63,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,1,0,0,1,0,0,NA,NA
"I5020/RISE562/F0228/obj. 136/92, grave 9",olald2018a,Germany,0,1,0,1,1,1,1,1,1,1,1.1,1,1.1,0,1.1,1,0,NA,NA
"I5021/RISE563/F0234/obj. 8, grave 3",olald2018a,Germany,0,1,0,1,0,1,1,1,1,1,1.1,0,1.2,1.1,1.2,1,0,NA,NA
I5022/RISE564/F0241/obj. 25,olald2018a,Germany,0,1,0,1,0,1,1,1,1,1,1.1,0,1.2,0,1.1,1,0,NA,NA
GEN_67,lipso2017a,Hungary,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
GEN_68,lipso2017a,Hungary,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
Gorzs18,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,0,0,0,NA,NA
Gorzsa4,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,0,0,0,NA,NA
HAJE_1,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,0,0,0,0,0,NA,NA
I5523/F0226/grave 7,olald2018a,Germany,0,1,0,1,1,1,1,1,1,1,1.1,0,1.2,1.1,1.2,1,0,NA,NA
I5524/F0224/grave 5,olald2018a,Germany,0,1,0,1,1,1,1,1,1,1,1.1,0,1.2,1.1,1.2,1,0,NA,NA
I5525/F0274/grave 4,olald2018a,Germany,0,1,0,1,1,1,1,1,1,1,1.1,0,1.2,1.1,1.2,1,0,NA,NA
I5526/F7806/grave 3 ind 1,olald2018a,Germany,0,1,0,1,1,1,1,1,1,0.5,1.1,0,1.2,1.3,1.2,1,0,NA,NA
"I5527/F0215, grave 1",olald2018a,Germany,0,1,0,1,1,1,1,1,1,1,0,0,1.2,1.1,1.2,1,0,NA,NA
HELI_2,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,0,0,0,0,0,NA,NA
I4178/GEN_58/Grave 552,olald2018a,Hungary,0,1,0,1,1,1,1,1,1,1,0,0,1.2,1.1,1.2,0,0,NA,NA
I5116/HUNG847/Grave 1,olald2018a,Hungary,0,1,0,1,1,1,1,1,1,0.5,1.1,1,1.2,0,1.2,0,0,NA,NA
"I5655/RISE919, grave 6",olald2018a,Germany,0,1,0,1,1,1,1,1,1,0,1.1,0,1.2,1.1,1.2,1,0,NA,NA
I5117/HUNG848/Grave 3,olald2018a,Hungary,0,1,0,1,1,1,1,1,1,0,1.1,1,1.2,0,1.2,0,0,NA,NA
"I5657/RISE921, grave 8",olald2018a,Germany,0,1,0,1,1,1,1,1,1,0.5,1.1,0,1.2,0,0,1,0,NA,NA
I5118/HUNG849/Grave 4,olald2018a,Hungary,0,1,0,1,1,1,1,1,1,0,1.1,1,1.2,0,1,0,0,NA,NA
I5119/HUNG850/Grave 10,olald2018a,Hungary,0,1,0,1,1,1,1,1,1,0.5,1.1,1,1.2,0,1,0,0,NA,NA
I7040/HUNG494t/Grave 458,olald2018a,Hungary,0,1,0,1,1,1,1.1,1,1,0.5,1.2,1,1.2,1.3,1.1,0,0,NA,NA
I7041/HUNG495t/Grave12,olald2018a,Hungary,0,1,0,1,1,1,1.1,1,1,1,1.2,1,1.2,1.3,1.1,0,0,NA,NA
I7042/HUNG496/Grave 244,olald2018a,Hungary,0,1,0,1,1,1,1.1,1,1,0.5,1.3,1,1.2,1.3,0,0,0,NA,NA
I7043/HUNG497/Grave 119,olald2018a,Hungary,0,1,0,1,1,1,1.1,1,1,0.5,1.3,1,1.2,1.3,1,0,0,NA,NA
I7044/HUNG498/Grave 13,olald2018a,Hungary,0,1,0,1,1,1,1.1,1,1,0.5,1.2,1,1.2,1.3,1.1,0,0,NA,NA
I7045/HUNG499/Grave 1,olald2018a,Hungary,0,1,0,1,1,1,1.1,1,1,1,1.2,1,1.2,1.3,1.1,0,0,NA,NA
KEFP_2,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,0.5,1.3,1,1,0,0,0,0,NA,NA
KÖKE_3,lipso2017a,Hungary,0,1,0,1,0,1,1,1,1,1,1.1,1,1.2,0,1.1,0,0,NA,NA
KON_3,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,0,1.2,0,1,0,0,NA,NA
LGCS_1,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,1,1,0,1,0,0,NA,NA
MEMO_24b,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,1.2,1.1,1,0,0,NA,NA
MEMO_2b,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,1,1.1,0,1,0,0,NA,NA
KAR22/I0550,haak2015a,Germany,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,NA,NA
KAR6/I0795,haak2015a,Germany,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,NA,NA
MEMO_7a,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,1.2,1.1,1.1,0,0,NA,NA
POPI_5,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,1.2,1.1,1,0,0,NA,NA
PULE1.10,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,0,1.2,0,1,0,0,NA,NA
OBKR_117,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_2,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_26,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_47,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_5,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_50,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_6,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_66,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_67,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_73,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_76,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_79,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_80,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_81,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_82,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_84,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_85,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_86,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_93,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_95,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_96,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_9A,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
OBKR_9B,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,1.2,1,1,1,1,NA,NA
Ofnet,fu2016a,Germany,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
OTTM_100,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,1,1,0,NA,NA
OTTM_109,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,1,1,0,NA,NA
OTTM_110,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,1,1,0,NA,NA
OTTM_141,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,0,1,1,0,NA,NA
OTTM_141A,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,0,1,1,0,NA,NA
OTTM_142,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,1,1,0,NA,NA
OTTM_151ind1,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,0,1,1,0,NA,NA
OTTM_151ind2,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,0,1,1,0,NA,NA
OTTM_152,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,1,1,0,NA,NA
OTTM_154,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,1,1,0,NA,NA
OTTM_156,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,1,1,0,NA,NA
OTTM_165,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,1,1,0,NA,NA
OTTM_79,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,1,1,0,NA,NA
OTTM_81,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,1,1,0,NA,NA
OTTM_84,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,1,1,0,NA,NA
OTTM_87,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,1,1,0,NA,NA
OTTM_91,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,1,1,0,NA,NA
OTTM_92,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,1,1,0,NA,NA
OTTM_94,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,1,1,0,NA,NA
OTTM_97,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,1,1,0,NA,NA
POST_1,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_111,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_12,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_131,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_137,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_140,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_16,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_2,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_21,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_24,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_28,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_3,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_32,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_35,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_38,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_44,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_47,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_50,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_6,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_84,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_85,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
POST_99,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1,1,1,1,NA,NA
QLB15 / I0559,haak2015a,Germany,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,NA,NA
QLB18 / I0560,haak2015a,Germany,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,NA,NA
QLB28/I0806,haak2015a,Germany,0,1,0,1,0,1,1,1,1,1,1.2,0,1.2,0,0,1,0,NA,NA
QUEVIII6/I0164,haak2015a,Germany,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,NA,NA
PULE1.13,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,1,0,0,NA,NA
PULE1.18,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,1.2,0,1,0,0,NA,NA
RISE434,allen2015a,Germany,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,1,0,NA,NA
RISE435,allen2015a,Germany,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,1,0,NA,NA
RISE436,allen2015a,Germany,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,1,0,NA,NA
RISE446,allen2015a,Germany,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,1,0,NA,NA
