aDNAID,CitationID,Country,Resampled,Site description,Multiple names,Geolocation,Overall chronology,Sample chronology,References,Culture,IndividualID,Anthropological sex,Anthropological age,Grave,Body positioning,Body arrangement,Grave goods,14C,Images,notes,...22
I2469/ES.2/4-3,olald2019a,Spain,0,not applicable,not applicable,1,not applicable,1,1,0,0,0,0,0,0,0,0,1,0,"""This site was described in Lipson et al. 2017 (13).""; little more details",NA
I2470/ES.3/4-1,olald2019a,Spain,0,not applicable,not applicable,1,not applicable,1,1,0,0,0,0,0,0,0,0,1,0,"""This site was described in Lipson et al. 2017 (13).""; little more details",NA
I1982/Ond zis 3D-2.19,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,NA,NA
I2471/ES.3/4-2,olald2019a,Spain,0,not applicable,not applicable,1,not applicable,1,1,0,0,0,0,0,0,0,0,1,0,"""This site was described in Lipson et al. 2017 (13).""; little more details",NA
I2472/ES.3/4-4,olald2019a,Spain,0,not applicable,not applicable,1,not applicable,1,1,0,0,0,0,0,0,0,0,1,0,"""This site was described in Lipson et al. 2017 (13).""; little more details",NA
"Gonur tomb 3220, skeleton 3, UfaNov17-005 (I11042)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,0,1,1,1.2,1,1.2,1.1,1.1,0,0,NA,NA
I3758/LHY136,olald2019a,Spain,0,not applicable,not applicable,1,not applicable,1,1,1,0,0,0,0,0,0,0,1,0,"""This site was described in Nuñez et al. 2016""; no more details",NA
I3209/Q4[-125/-144],olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
"Gonur tomb 3385, UfaNov17-015 (I12255)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,0,0,1,1.2,1,1.3,1.1,1.2,0,0,NA,NA
"Gonur tomb 3699, UfaNov17-002 (I11040)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,0,1,1,1.2,1,1.2,1.1,1.2,0,0,NA,NA
"Gonur Tomb 3734, UfaNov17-017 (I10410)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,0,1,1,1.2,1,1.2,1.1,1.1,0,0,NA,NA
"MOS290, IE-10-33 (I12486)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS293, Geoksyur 1, 163, IE-10-29 (I8503)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS295, Geoksyur 1, 1963, N 139, Tolos ""Ц"", IE-10-35 (I8504)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS296, IE-10-47 (I12484)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS297, IE-10-48 (I12482)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS298, Geoksyur 1, 1963, N129, Tolos ""Ф"", IE-10-46 (I8505)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS312, IE-10-52 (I12481)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS313, IE-10-51 (I12483)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
I3484/TEBO'04 Tumba 4 Ind 2,olald2019a,Spain,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,NA,NA
I3485/TEBO'04 Tumba 4 Ind 1,olald2019a,Spain,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1.2,0,NA,NA
I3486/S-EVA 26078,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1.2,0,NA,NA
I3487/S-EVA 26688,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
I3488/S-EVA 22926,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1.2,0,NA,NA
"MOS318, IE-10-13 (I12480)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS319, Geoksyur 1, 1963, Skull N124, IE-10-14 (I8524)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS320 MOS320, Geoksyur 1, 1963, N 130, Tolos ""S"", IE-10-21 (I8525)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
I3493/S-EVA 26050,olald2019a,Spain,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,NA,NA
I3494/CF-1,olald2019a,Spain,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,NA,NA
"MOS321, IE-10-22 (I12478)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS322, IE-10-16 (I12479)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS323, Geoksyur 1, 1964, 188, Tolos ""Щ"", IE-10-15 (I8526)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
I3576/sepultura 27,olald2019a,Spain,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,NA,NA
"MOS324, Geoksyur 1, 1964, 172, вяпе, IE-10-23 (I8527)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS325, Geoksyur 1, 1963, N43, Tolos ""K"", IE-10-18 (I8528)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS326, Geoksyur 1, 1965, N206, IE-10-8 (I8529)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS327, Geoksyur, 1963, grave 92 ч, Tolos ""P"", GS-1, вяие, IE-10-1 (I8530)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS328, Geoksyur 1, 1964, 164, IE-10-2 (I8531)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS329, IE-10-9 (I12487)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"MOS330, Geoksyur 1, 1963, Skull N107, Tolos ""Ч"", IE-10-4 (I8532)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
I3585/Tumba XVIII,olald2019a,Spain,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,NA,NA
"I3756/TEBO'03, D8 UE12; Tumba 1",olald2019a,Spain,0,1,0,1,1,1,1,0,1,1,1.2,1,0,0,0,1,0,NA,NA
I3759/LHY073,olald2019a,Spain,0,not applicable,not applicable,1,not applicable,1,1,1,0,0,0,0,0,0,0,1,0,"""This site was described in Nuñez et al. 2016""; no more details",NA
"I4246/RISE697, sample #7, Fondo 5 UE05 Muerto 1",olald2019a,Spain,0,not applicable,not applicable,1,not applicable,1,1,0,1,0,0,0,0,0,0,1,0,"""This site was described in Olalde et al. 2018""; little more details",NA
I6470/RISE912,olald2019a,Spain,0,not applicable,not applicable,1,not applicable,1,1,0,0,0,0,0,0,0,0,1,0,"""This site was described in Olalde et al. 2018""; little more details",NA
"MOS333, IE-10-6 (I12485)",naras2019a,Turkmenistan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA
"StPet14, site II, grave 167, individual 4 (I4635)",naras2019a,Turkmenistan,0,1,1,1,1,1,0,0,1,1,1.2,1,1.2,1.1,1.2,0,0,no cyrillic,NA
"StPet24, site II, grave 265, Museum ID 7651-136 (I6668)",naras2019a,Turkmenistan,0,1,1,1,1,1,0,0,1,1,1.2,1,1.2,1,1.2,0,0,no cyrillic,NA
"StPet26, site II, grave 178, individual 4 (I6670)",naras2019a,Turkmenistan,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,no cyrillic,NA
"StPet27, site II, grave 235, individual 13, Museum ID 7651-108 (I6671)",naras2019a,Turkmenistan,0,1,1,1,1,1,0,0,1,1,1.2,1,1,1,1,0,0,no cyrillic,NA
"StPet34, grave 16, Museum ID 7651-153 (I6675)",naras2019a,Turkmenistan,0,1,0,1,1,1,1,1,1,1,1.2,1,1.2,1.1,1.2,0,0,NA,NA
I 4112 / Grave 1,mathi2018a,Ukraine,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA
I 5879 / Grave 78,mathi2018a,Ukraine,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA
I 5888 / Grave 27,mathi2018a,Ukraine,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA
I3980/Individuo 221,olald2019a,Spain,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,NA,NA
I1733 / 6462-30,mathi2018a,Ukraine,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA
I2015 / Yamna 4,mathi2018a,Ukraine,0,1,0,1,1,1,1,1,1,1,1.2,1,1.2,1.1,1.2,0,0,NA,NA
I3983/Tumba 19,olald2019a,Spain,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,NA,NA
I3997/LLBE-30593,olald2019a,Spain,0,1,0,1,1,1,1,0,1,1,0,1,1.2,0,0,1,0,NA,NA
I3141 / Yamna 5,mathi2018a,Ukraine,0,1,0,1,1,1,1,1,1,1,1.2,1,1.3,1.1,1.1,0,0,NA,NA
I3151 / 6 V6a-H6 – V3.15.1,mathi2018a,Ukraine,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,NA,NA
"I4245/RISE695, sample #5, A35 ext. El. 03-VII. Ue 03, Ind 1",olald2018a,Spain,0,1,0,1,1,1,1,1,1,1,1.2,1,1.2,0,1,1,0,NA,NA
"I6618/Hume 1A, 443",olald2019a,Spain,0,not applicable,not applicable,1,not applicable,1,1,0,1,0,0,0,0,0,0,1,0,"""This site was described in Szécsényi-Nagy et al. 2017""; little more details",NA
"I4247/RISE698, sample #8, Fondo 5 UE05",olald2018a,Spain,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1,1,0,NA,NA
I3714,mathi2018a,Ukraine,0,1,1,1,1,1,1,0,1,1,1.2,0,0,0,1.2,0,0,NA,NA
I5869 / Grave 8,mathi2018a,Ukraine,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I5957 / Grave 10,mathi2018a,Ukraine,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I6133 / Grave 13,mathi2018a,Ukraine,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I25187,liu2022a,USA,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA
I4562/GC.2.138.n158,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,NA,NA
I25188,liu2022a,USA,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA
I4565/GC.I-1-c.n10,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,NA,NA
I5665/RISE911,olald2018a,Spain,0,1,0,1,1,1,1,1,1,1,1.3,1,1.2,1.1,0,1,0,NA,NA
VAD001/E45,olald2019a,Spain,0,not applicable,not applicable,1,not applicable,1,1,0,0,0,0,0,0,0,0,1,0,"""This site was described in Szécsényi-Nagy et al. 2017""; no more details",NA
I25190,liu2022a,USA,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA
I25191,liu2022a,USA,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA
I16818,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I16997,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I18440,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I18442,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
VAD002/E47,olald2019a,Spain,0,not applicable,not applicable,1,not applicable,1,1,0,0,0,0,0,0,0,0,1,0,"""This site was described in Szécsényi-Nagy et al. 2017""; no more details",NA
I18443,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I18444,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
VAD003/E69,olald2019a,Spain,0,not applicable,not applicable,1,not applicable,1,1,0,0,0,0,0,0,0,0,1,0,"""This site was described in Szécsényi-Nagy et al. 2017""; no more details",NA
I18450,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
VAD005/E77,olald2019a,Spain,0,not applicable,not applicable,1,not applicable,1,1,0,0,0,0,0,0,0,0,1,0,"""This site was described in Szécsényi-Nagy et al. 2017""; no more details",NA
"I6604/Yese 2A, Area 10 UE03 E01 Ind 2",olald2018a,Spain,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,NA,NA
"I6605/Yese 3A, Area 10 UE05 E07 Ind 1",olald2018a,Spain,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,NA,NA
"I6608/Yese 5A, Area 36 E02 Ind 2",olald2018a,Spain,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,NA,NA
I18462,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
"I6610/Yese 7B, Area 10 UE05 E07 Ind 8",olald2018a,Spain,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,NA,NA
I18494,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I18498,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I18501,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
"I6623/RISE696, sample #6, A35 ext. El. 03-VII. Ue 03, Ind 2",olald2018a,Spain,0,1,0,1,1,1,1,1,1,0.5,1.3,1,1,0,1,1,0,NA,NA
I18502,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I18503,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I7160/CH-08-C15-UE1514-E16,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
I7162/LM-16-Sep1,olald2019a,Spain,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1.1,1,0,NA,NA
I18504,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I18958,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I18959,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24230,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24236,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24237,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24239,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24240,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24241,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24242,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24243,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I7547/CH-08-C12-UE1210-E2,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
I7549/CH-08-C12-UE1214-E6,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
I7550/CH-08-C15-UE1502-E4,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
I24244,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24246,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I7594/LL2,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,NA,NA
I7595/LL11,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,NA,NA
I7597/LL24,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1.2,0,NA,NA
I7598/LL25,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,NA,NA
I7600/LL12,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1.2,0,NA,NA
I7601/LL10,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
I24247,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24248,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24249,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24250,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24251,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I7642/LL27,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
I7643/LL3,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,NA,NA
I7644/LL4,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,NA,NA
I7645/LL5,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,NA,NA
I7646/LL7,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,NA,NA
I7647/LL9,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
I24252,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24253,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24254,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24255,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24256,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I7679/CH-08-C14A-UE1402-E21,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
I24257,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24258,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24260,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I8130/C. Cocina-25-7-41-capa 2,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,NA,NA
"I8131/A56-2017-UE5114 Diente 2, Diente 3",olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,NA,NA
I24261,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I8134/CH-08-C17A-UE1709-E4,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
I8136/19,olald2019a,Spain,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
I8140_d/13,olald2019a,Spain,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,NA,NA
I24262,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24263,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I8144/8,olald2019a,Spain,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
I24264,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24265,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24518,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24519,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24520,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24522,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24523,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24524,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24526,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24527,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24528,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24530,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24531,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24532,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24567,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24568,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24572,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24573,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24574,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24575,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24576,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24577,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24578,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I8208/12-SU-33-A4-T510,olald2019a,Spain,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
I24579,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24580,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24581,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24582,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24583,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24584,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24585,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I8216/10-SU-28-D1-E-35,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
I24586,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24587,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24594,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24595,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24596,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24612,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24613,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24614,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24615,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24616,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24617,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I8568/C.E.-2,olald2019a,Spain,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,NA,NA
I8569/Q1-N-1,olald2019a,Spain,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,NA,NA
I24618,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I25082,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
Inventario0/4,lipso2017a,Spain,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,NA,NA
LHUE11J.5,lipso2017a,Spain,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,NA,NA
LHUE2010.10,lipso2017a,Spain,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,NA,NA
LHUE2010.11,lipso2017a,Spain,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,NA,NA
LHUE2014.11J,lipso2017a,Spain,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1.2,0,NA,NA
LY.II.A.10.15066,lipso2017a,Spain,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,NA,NA
LY.II.A.10.15067,lipso2017a,Spain,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,NA,NA
LY.II.A.10.15068,lipso2017a,Spain,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,NA,NA
LY.II.A.10.15069,lipso2017a,Spain,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,NA,NA
I24297,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24298,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24299,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
I24339,liu2022a,USA,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
Troc1/I0409,haak2015a,Spain,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,multiple names: no numbering,NA
Troc3/I0410,haak2015a,Spain,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,multiple names: no numbering,NA
