CitationID,Name,Affiliation
lipso2017a,"Márk, László","Department of Biochemistry and Medical Chemistry, University of Pécs, Pécs 7624, Hungary"
lipso2017a,"Márk, László","Imaging Center for Life and Material Sciences, University of Pécs, Pécs 7624, Hungary"
lipso2017a,"Márk, László","Szentágothai Research Center, University of Pécs, Pécs 7624, Hungary"
lipso2017a,"Márk, László","PTE-MTA Human Reproduction Research Group, Pécs 7624, Hungary"
lipso2017a,"Marton, Tibor","Institute of Archaeology, Research Centre for the Humanities, Hungarian Academy of Sciences, Budapest 1097, Hungary"
lipso2017a,"Melegh, Béla","Szentágothai Research Center, University of Pécs, Pécs 7624, Hungary"
lipso2017a,"Melegh, Béla","Department of Medical Genetics and Szentágothai Research Center, University of Pécs, Pécs 7624, Hungary"
lipso2017a,"Meller, Harald","State Office for Heritage Management and Archaeology Saxony-Anhalt and State Heritage Museum, Halle 06114, Germany"
lipso2017a,"Mende, Balázs Gusztáv","Institute of Archaeology, Research Centre for the Humanities, Hungarian Academy of Sciences, Budapest 1097, Hungary"
lipso2017a,"Michel, Megan","Department of Genetics, Harvard Medical School, Boston, Massachusetts 02115, USA"
lipso2017a,"Michel, Megan","Howard Hughes Medical Institute, Harvard Medical School, Boston, Massachusetts 02115, USA"
lipso2017a,"Molnár, Erika","Department of Biological Anthropology, Szeged University, Szeged 6726, Hungary"
lipso2017a,"Mujika-Alustiza, José Antonio","Department of Geography, Prehistory, and Archaeology, University of the Basque Country, Investigation Group IT622-13, Vitoria-Gasteiz 01006, Spain"
lipso2017a,"Nordenfelt, Susanne","Department of Genetics, Harvard Medical School, Boston, Massachusetts 02115, USA"
lipso2017a,"Oppenheimer, Jonas","Department of Genetics, Harvard Medical School, Boston, Massachusetts 02115, USA"
lipso2017a,"Oppenheimer, Jonas","Howard Hughes Medical Institute, Harvard Medical School, Boston, Massachusetts 02115, USA"
lipso2017a,"Oross, Krisztián","Institute of Archaeology, Research Centre for the Humanities, Hungarian Academy of Sciences, Budapest 1097, Hungary"
lipso2017a,"Orschiedt, Jörg","Department of Prehistoric Archaeology, Free University of Berlin, Berlin 14195, Germany"
lipso2017a,"Orschiedt, Jörg","Curt-Engelhorn-Centre Archaeometry gGmbH, Mannheim 68159, Germany"
lipso2017a,"Osztás, Anett","Institute of Archaeology, Research Centre for the Humanities, Hungarian Academy of Sciences, Budapest 1097, Hungary"
lipso2017a,"Pálfi, György","Department of Biological Anthropology, Szeged University, Szeged 6726, Hungary"
lipso2017a,"Paluch, Tibor","Móra Ferenc Museum, Szeged 6720, Hungary"
lipso2017a,"Pósa, Annamária","Institute of Archaeology, Research Centre for the Humanities, Hungarian Academy of Sciences, Budapest 1097, Hungary"
lipso2017a,"Raczky, Pál","Institute of Archaeological Sciences, Eötvös Loránd University, Budapest 1088, Hungary"
lipso2017a,"Regenye, Judit","Laczkó Dezso˝ Museum, Veszprém 8200, Hungary"
lipso2017a,"Reich, David","Department of Genetics, Harvard Medical School, Boston, Massachusetts 02115, USA"
lipso2017a,"Reich, David","Medical and Population Genetics Program, Broad Institute of MIT and Harvard, Cambridge, Massachusetts 02142, USA"
lipso2017a,"Reich, David","Howard Hughes Medical Institute, Harvard Medical School, Boston, Massachusetts 02115, USA"
lipso2017a,"Rohland, Nadin","Department of Genetics, Harvard Medical School, Boston, Massachusetts 02115, USA"
lipso2017a,"Schierhold, Kerstin","Commission for Westphalian Antiquities, Westphalia-Lippe Regional Association, 48157 Münster, Germany"
lipso2017a,"Sebők, Katalin","Institute of Archaeological Sciences, Eötvös Loránd University, Budapest 1088, Hungary"
lipso2017a,"Serlegi, Gábor","Institute of Archaeology, Research Centre for the Humanities, Hungarian Academy of Sciences, Budapest 1097, Hungary"
lipso2017a,"Stégmár, Balázs","Institute of Archaeology, Research Centre for the Humanities, Hungarian Academy of Sciences, Budapest 1097, Hungary"
lipso2017a,"Stewardson, Kristin","Department of Genetics, Harvard Medical School, Boston, Massachusetts 02115, USA"
lipso2017a,"Stewardson, Kristin","Howard Hughes Medical Institute, Harvard Medical School, Boston, Massachusetts 02115, USA"
lipso2017a,"Szécsényi-Nagy, Anna","Institute of Archaeology, Research Centre for the Humanities, Hungarian Academy of Sciences, Budapest 1097, Hungary"
lipso2017a,"Toldi, Zoltán","Jósa András Museum, Nyíregyháza 4400, Hungary"
liu2022a,"Adamski, Nicole","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Adamski, Nicole","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Athens, J. Stephen","International Archaeological Research Institute, Inc., Honolulu, HI 96826, USA"
liu2022a,"Auckland, Kathryn","Wellcome Centre for Human Genetics, University of Oxford, Oxford OX3 7BN, UK"
liu2022a,"Bernardos, Rebecca","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Broomandkhoshbacht, Nasreen","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Broomandkhoshbacht, Nasreen","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Bustamante, Carlos D.","Department of Biomedical Data Science, Stanford University, Stanford, CA 94305, USA"
liu2022a,"Bustamante, Carlos D.","Center for Computational, Evolutionary and Human Genomics (CEHG), Stanford University, Stanford, CA 94305, USA"
liu2022a,"Callan, Kimberly","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Callan, Kimberly","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Camacho, Frank","Department of Biology, University of Guam, Mangilao 96923, Guam"
liu2022a,"Cheronet, Olivia","Department of Evolutionary Anthropology, University of Vienna, Vienna 1030, Austria"
liu2022a,"Culleton, Brendan J.","Institutes of Energy and the Environment, The Pennsylvania State University, University Park, PA 16802, USA"
liu2022a,"Douglas, Michele Toomay","International Archaeological Research Institute, Inc., Honolulu, HI 96826, USA"
liu2022a,"Eakin, Joanne","Independent Researcher, Albuquerque, NM 87107, USA"
liu2022a,"Hill, Adrian V. S.","Wellcome Centre for Human Genetics, University of Oxford, Oxford OX3 7BN, UK"
liu2022a,"Hunter-Anderson, Rosalind","Independent Researcher, Albuquerque, NM 87106, USA"
liu2022a,"Ikehara-Quebral, Rona Michi","International Archaeological Research Institute, Inc., Honolulu, HI 96826, USA"
liu2022a,"Ioannidis, Alexander","Institute for Computational and Mathematical Engineering, Stanford University, Stanford, CA 94305, USA"
liu2022a,"Ioannidis, Alexander","Department of Biomedical Data Science, Stanford University, Stanford, CA 94305, USA"
liu2022a,"Kennett, Douglas J.","Department of Anthropology, University of California, Santa Barbara, CA 93106, USA"
liu2022a,"Kidd, Judith","Department of Genetics, Yale Medical School, New Haven, CT 06520, USA"
liu2022a,"Kidd, Kenneth","Department of Genetics, Yale Medical School, New Haven, CT 06520, USA"
liu2022a,"Lawson, Ann Marie","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Lawson, Ann Marie","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Lipson, Mark","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Lipson, Mark","Department of Human Evolutionary Biology, Harvard University, Cambridge, MA 02138, USA"
liu2022a,"Liu, Yue-Chen","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Liu, Yue-Chen","Department of Human Evolutionary Biology, Harvard University, Cambridge, MA 02138, USA"
liu2022a,"Mah, Matthew","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Mah, Matthew","Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA"
liu2022a,"Mah, Matthew","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Mandl, Kirsten","Department of Evolutionary Anthropology, University of Vienna, Vienna 1030, Austria"
liu2022a,"Mentzer, Alexander J.","Wellcome Centre for Human Genetics, University of Oxford, Oxford OX3 7BN, UK"
liu2022a,"Mentzer, Alexander J.","Big Data Institute, Li Ka Shing Centre for Health Information and Discovery, University of Oxford, Oxford OX3 7LF, UK"
liu2022a,"Michel, Megan","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Michel, Megan","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Moreno-Estrada, Andrés","National Laboratory of Genomics for Biodiversity (LANGEBIO), Unit of Advanced Genomics, CINVESTAV, Irapuato 36821, Mexico"
liu2022a,"Oppenheimer, Jonas","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Oppenheimer, Jonas","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Patterson, Nick","Department of Human Evolutionary Biology, Harvard University, Cambridge, MA 02138, USA"
liu2022a,"Patterson, Nick","Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA"
liu2022a,"Pietrusewsky, Michael","Department of Anthropology, University of Hawai‘i at Mānoa, Honolulu, HI 96822, USA"
liu2022a,"Pinhasi, Ron","Department of Evolutionary Anthropology, University of Vienna, Vienna 1030, Austria"
liu2022a,"Pinhasi, Ron","Human Evolution and Archaeological Sciences, University of Vienna, 1030 Vienna, Austria"
liu2022a,"Quinto-Cortés, Consuelo D.","National Laboratory of Genomics for Biodiversity (LANGEBIO), Unit of Advanced Genomics, CINVESTAV, Irapuato 36821, Mexico"
liu2022a,"Reich, David","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Reich, David","Department of Human Evolutionary Biology, Harvard University, Cambridge, MA 02138, USA"
liu2022a,"Reich, David","Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA"
liu2022a,"Reich, David","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Robson, Kathryn","MRC Weatherall Institute of Molecular Medicine, University of Oxford, Oxford OX3 9DS, UK"
liu2022a,"Rohland, Nadin","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Rohland, Nadin","Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA"
liu2022a,"Schurr, Theodore G.","Department of Anthropology, University of Pennsylvania, Philadelphia, PA 19104, USA"
liu2022a,"Spriggs, Matthew","School of Archaeology and Anthropology, The Australian National University, Canberra, ACT 2601, Australia"
liu2022a,"Spriggs, Matthew","Vanuatu National Museum, Vanuatu Culture Centre, PO Box 184, Port Vila, Vanuatu"
liu2022a,"Stewardson, Kristin","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Stewardson, Kristin","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Vilar, Miguel","Department of Anthropology, University of Maryland, College Park, MD 20742, USA"
liu2022a,"Zalzala, Fatma","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA"
liu2022a,"Zalzala, Fatma","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA 02115, USA"
marót2022a,"Balogh, Csilla","Department of Art History, Istanbul Medeniyet University, 34720 Istanbul, Turkey"
marót2022a,"Bernert, Zsolt","Department of Anthropology, Hungarian Natural History Museum, 1083 Budapest, Hungary"
marót2022a,"Gál, Szilárd Sándor","Mureş County Museum, 540088 Târgu Mureș, Romania"
marót2022a,"Gáll, Erwin","“Vasile Pârvan” Institute of Archaeology, 010667 Bucharest, Romania"
marót2022a,"Gallina, Zsolt","Ásatárs Ltd., 6000 Kecskemét, Hungary"
marót2022a,"Gallina, Zsolt","Department of Archaeology, Institute of Hungarian Research, 1041 Budapest, Hungary"
marót2022a,"George, Robert","Department of Archaeology and Classical Studies, Stockholm University, 11418 Stockholm, Sweden"
marót2022a,"Götherström, Anders","Department of Archaeology and Classical Studies, Stockholm University, 11418 Stockholm, Sweden"
marót2022a,"Gulyás, Bence","Institute of Archaeological Sciences, Eötvös Loránd University, 1088 Budapest, Hungary"
marót2022a,"Horváth, Ciprián","Department of Archaeology, Institute of Hungarian Research, 1041 Budapest, Hungary"
marót2022a,"Kalmár, Tibor","Department of Pediatrics and Pediatric Health Center, University of Szeged, 6725 Szeged, Hungary"
marót2022a,"Kiss, Attila P.","Faculty of Humanities and Social Sciences, Institute of Archaeology, Pázmány Péter Catholic University, 1088 Budapest, Hungary"
marót2022a,"Költő, László","Rippl-Rónai Municipal Museum with Country Scope, 7400 Kaposvár, Hungary"
marót2022a,"Kovács, Bence","Department of Archaeogenetics, Institute of Hungarian Research, 1041 Budapest, Hungary"
marót2022a,"Kovács, Bence","Department of Genetics, University of Szeged, 6726 Szeged, Hungary"
marót2022a,"Kovacsóczy, Bernadett Ny.","Katona József Museum, 6000 Kecskemét, Hungary"
marót2022a,"Latinovics, Dóra","SeqOmics Biotechnology Ltd., 6782 Mórahalom, Hungary"
marót2022a,"Maár, Kitti","Department of Genetics, University of Szeged, 6726 Szeged, Hungary"
marót2022a,"Maixner, Frank","Institute for Mummy Studies, EURAC Research, 39100 Bolzano, Italy"
marót2022a,"Marcsik, Antónia","Department of Biological Anthropology, University of Szeged, 6726 Szeged, Hungary"
marót2022a,"Maróti, Zoltán","Department of Archaeogenetics, Institute of Hungarian Research, 1041 Budapest, Hungary"
marót2022a,"Maróti, Zoltán","Department of Pediatrics and Pediatric Health Center, University of Szeged, 6725 Szeged, Hungary"
marót2022a,"Nagy, István","SeqOmics Biotechnology Ltd., 6782 Mórahalom, Hungary"
marót2022a,"Nagy, István","Institute of Biochemistry, Biological Research Centre, 6726 Szeged, Hungary"
marót2022a,"Nagy, Péter L.","Praxis Genomics LLC, Atlanta, GA 30328, USA"
marót2022a,"Neparáczki, Endre","Department of Archaeogenetics, Institute of Hungarian Research, 1041 Budapest, Hungary"
marót2022a,"Neparáczki, Endre","Department of Genetics, University of Szeged, 6726 Szeged, Hungary"
marót2022a,"Nyerki, Emil","Department of Archaeogenetics, Institute of Hungarian Research, 1041 Budapest, Hungary"
marót2022a,"Nyerki, Emil","Department of Pediatrics and Pediatric Health Center, University of Szeged, 6725 Szeged, Hungary"
marót2022a,"Pálfi, György","Department of Biological Anthropology, University of Szeged, 6726 Szeged, Hungary"
marót2022a,"Raskó, István","Institute of Genetics, Biological Research Centre, 6726 Szeged, Hungary"
marót2022a,"Schütz, Oszkár","Department of Genetics, University of Szeged, 6726 Szeged, Hungary"
marót2022a,"Szalontai, Csaba","Hungarian National Museum, Department of Archaeology, 1088 Budapest, Hungary"
marót2022a,"Szenthe, Gergely","Hungarian National Museum, Department of Archaeology, 1088 Budapest, Hungary"
marót2022a,"Tihanyi, Balázs","Department of Archaeogenetics, Institute of Hungarian Research, 1041 Budapest, Hungary"
marót2022a,"Tihanyi, Balázs","Department of Biological Anthropology, University of Szeged, 6726 Szeged, Hungary"
marót2022a,"Tomka, Péter","Department of Archaeology, Rómer Flóris Museum of Art and History, 9021 Győr, Hungary"
marót2022a,"Török, Tibor","Department of Archaeogenetics, Institute of Hungarian Research, 1041 Budapest, Hungary"
marót2022a,"Török, Tibor","Department of Genetics, University of Szeged, 6726 Szeged, Hungary"
marót2022a,"Varga, Gergely I. B.","Department of Archaeogenetics, Institute of Hungarian Research, 1041 Budapest, Hungary"
marót2022a,"Varga, Sándor","Móra Ferenc Museum, 6720 Szeged, Hungary"
marót2022a,"Zink, Albert","Institute for Mummy Studies, EURAC Research, 39100 Bolzano, Italy"
mathi2015a,"Alpaslan Roodenberg, Songül","Independent researcher, Santpoort-Noord, The Netherlands"
mathi2015a,"Alt, Kurt W.","State Office for Heritage Management and Archaeology Saxony-Anhalt and State Museum of Prehistory, D-06114 Halle, Germany"
mathi2015a,"Alt, Kurt W."," Danube Private University, A-3500 Krems, Austria"
mathi2015a,"Alt, Kurt W.","Institute for Prehistory and Archaeological Science, University of Basel, CH-4003 Basel, Switzerland"
mathi2015a,"Anthony, David","Anthropology Department, Hartwick College, Oneonta, New York 13820, USA"
mathi2015a,"Arsuaga, Juan Luís","Centro Mixto UCM-ISCIII de Evolución y Comportamiento Humanos, 28040 Madrid, Spain"
mathi2015a,"Arsuaga, Juan Luís","Departamento de Paleontología, Facultad Ciencias Geológicas, Universidad Complutense de Madrid, 28040 Madrid, Spain"
mathi2015a,"Bermúdez de Castro, José María","Centro Nacional de Investigacíon sobre Evolución Humana (CENIEH), 09002 Burgos, Spain"
mathi2015a,"Brown, Dorcas","Anthropology Department, Hartwick College, Oneonta, New York 13820, USA"
mathi2015a,"Carbonell, Eudald","IPHES. Institut Català de Paleoecologia Humana i Evolució Social, Campus Sescelades-URV, 43007 Tarragona, Spain"
mathi2015a,"Carbonell, Eudald","Area de Prehistoria, Universitat Rovira i Virgili (URV), 43002 Tarragona, Spain"
mathi2015a,"Cooper, Alan","Australian Centre for Ancient DNA, School of Biological Sciences &Environment Institute, University of Adelaide, Adelaide, South Australia 5005, Australia"
mathi2015a,"Dryomov, Stanislav","Laboratory of Human Molecular Genetics, Institute of Molecular and Cellular Biology, Siberian Branch of the Russian Academy of Sciences, Novosibirsk 630090, Russia"
mathi2015a,"Dryomov, Stanislav","Department of Paleolithic Archaeology, Institute of Archaeology and Ethnography, Siberian Branch of the Russian Academy of Sciences, Novosibirsk 630090, Russia"
mathi2015a,"Fernandes, Daniel","School of Archaeology and Earth Institute, Belfield, University College Dublin, Dublin 4, Ireland"
mathi2015a,"Gamba, Cristina","School of Archaeology and Earth Institute, Belfield, University College Dublin, Dublin 4, Ireland"
mathi2015a,"Gamba, Cristina","Smurfit Institute of Genetics, Trinity College Dublin, Dublin 2, Ireland"
mathi2015a,"Gerritsen, Fokke","Netherlands Institute in Turkey, Istiklal Caddesi, Nur-i Ziya Sokak 5, Beyog˘ lu 34433, Istanbul, Turkey"
mathi2015a,"Haak, Wolfgang","Australian Centre for Ancient DNA, School of Biological Sciences &Environment Institute, University of Adelaide, Adelaide, South Australia 5005, Australia"
mathi2015a,"Haak, Wolfgang","Max Planck Institute for the Science of Human History, D-07745 Jena, Germany"
mathi2015a,"Harney, Eadaoin","Department of Genetics, Harvard Medical School, Boston, Massachusetts 02115, USA"
mathi2015a,"Harney, Eadaoin","Howard Hughes Medical Institute, Harvard Medical School, Boston, Massachusetts 02115, USA"
mathi2015a,"Jones, Eppie R.","Smurfit Institute of Genetics, Trinity College Dublin, Dublin 2, Ireland"
mathi2015a,"Khokhlov, Aleksandr","Volga State Academy of Social Sciences and Humanities, Samara 443099, Russia"
mathi2015a,"Krause, Johannes","Max Planck Institute for the Science of Human History, D-07745 Jena, Germany"
mathi2015a,"Krause, Johannes","Institute for Archaeological Sciences, University of Tübingen, D-72070 Tübingen, Germany"
mathi2015a,"Kuznetsov, Pavel","Volga State Academy of Social Sciences and Humanities, Samara 443099, Russia"
mathi2015a,"Lalueza-Fox, Carles","Institute of Evolutionary Biology (CSIC-Universitat Pompeu Fabra), 08003 Barcelona, Spain"
mathi2015a,"Lazaridis, Iosif","Department of Genetics, Harvard Medical School, Boston, Massachusetts 02115, USA"
mathi2015a,"Lazaridis, Iosif","Broad Institute of MIT and Harvard, Cambridge, Massachusetts 02142, USA"
mathi2015a,"Llamas, Bastien","Australian Centre for Ancient DNA, School of Biological Sciences &Environment Institute, University of Adelaide, Adelaide, South Australia 5005, Australia"
mathi2015a,"Lozano, Marina","IPHES. Institut Català de Paleoecologia Humana i Evolució Social, Campus Sescelades-URV, 43007 Tarragona, Spain"
mathi2015a,"Lozano, Marina","Area de Prehistoria, Universitat Rovira i Virgili (URV), 43002 Tarragona, Spain"
mathi2015a,"Mallick, Swapan","Department of Genetics, Harvard Medical School, Boston, Massachusetts 02115, USA"
mathi2015a,"Mallick, Swapan","Broad Institute of MIT and Harvard, Cambridge, Massachusetts 02142, USA"
mathi2015a,"Mallick, Swapan","Howard Hughes Medical Institute, Harvard Medical School, Boston, Massachusetts 02115, USA"
mathi2015a,"Mathieson, Iain","Department of Genetics, Harvard Medical School, Boston, Massachusetts 02115, USA"
mathi2015a,"Meller, Harald","State Office for Heritage Management and Archaeology Saxony-Anhalt and State Museum of Prehistory, D-06114 Halle, Germany"
mathi2015a,"Mochalov, Oleg","Volga State Academy of Social Sciences and Humanities, Samara 443099, Russia"
mathi2015a,"Moiseyev, Vyacheslav","Peter the Great Museum of Anthropology and Ethnography (Kunstkamera) RAS, St Petersburg 199034, Russia"
mathi2015a,"Novak, Mario","School of Archaeology and Earth Institute, Belfield, University College Dublin, Dublin 4, Ireland"
mathi2015a,"Novak, Mario","Institute for Anthropological Research, Zagreb 10000, Croatia"
mathi2015a,"Patterson, Nick","Broad Institute of MIT and Harvard, Cambridge, Massachusetts 02142, USA"
mathi2015a,"Pickrell, Joseph","Department of Genetics, Harvard Medical School, Boston, Massachusetts 02115, USA"
mathi2015a,"Pinhasi, Ron","School of Archaeology and Earth Institute, Belfield, University College Dublin, Dublin 4, Ireland"
mathi2015a,"Reich, David","Department of Genetics, Harvard Medical School, Boston, Massachusetts 02115, USA"
mathi2015a,"Reich, David","Broad Institute of MIT and Harvard, Cambridge, Massachusetts 02142, USA"
mathi2015a,"Reich, David","Howard Hughes Medical Institute, Harvard Medical School, Boston, Massachusetts 02115, USA"
mathi2015a,"Rohland, Nadin","Department of Genetics, Harvard Medical School, Boston, Massachusetts 02115, USA"
mathi2015a,"Rohland, Nadin","Broad Institute of MIT and Harvard, Cambridge, Massachusetts 02142, USA"
mathi2015a,"Rojo Guerra, Manuel A.","Department of Prehistory and Archaeology, University of Valladolid, 47002 Valladolid, Spain"
mathi2015a,"Roodenberg, Jacob","The Netherlands Institute for the Near East, Leiden RA-2300, the Netherlands"
mathi2015a,"Sirak, Kendra","School of Archaeology and Earth Institute, Belfield, University College Dublin, Dublin 4, Ireland"
mathi2015a,"Sirak, Kendra","Department of Anthropology, Emory University, Atlanta, Georgia 30322, USA"
mathi2015a,"Stewardson, Kristin","Department of Genetics, Harvard Medical School, Boston, Massachusetts 02115, USA"
mathi2015a,"Stewardson, Kristin","Howard Hughes Medical Institute, Harvard Medical School, Boston, Massachusetts 02115, USA"
mathi2015a,"Vergès, Josep Maria","IPHES. Institut Català de Paleoecologia Humana i Evolució Social, Campus Sescelades-URV, 43007 Tarragona, Spain"
mathi2015a,"Vergès, Josep Maria","Area de Prehistoria, Universitat Rovira i Virgili (URV), 43002 Tarragona, Spain"
mathi2018a,"Alexandrov, Stefan","National Institute of Archaeology and Museum, Bulgarian Academy of Sciences, Sofia, BG-1000, Bulgaria"
mathi2018a,"Alpaslan-Roodenberg, Songül","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
mathi2018a,"Alt, Kurt W.","Danube Private University, Krems, A-3500, Austria"
mathi2018a,"Alt, Kurt W.","Department of Biomedical Engineering and Integrative Prehistory and Archaeological Science, Basel-Allschwil, CH-4123, Switzerland"
mathi2018a,"Alt, Kurt W.","State Office for Heritage Management and Archaeology Saxony-Anhalt and State Museum of Prehistory, Halle, 06114, Germany"
mathi2018a,"Andreescu, Radian","National History Museum of Romania, Bucharest, 030026, Romania"
mathi2018a,"Antonović, Dragana","Institute of Archaeology, Belgrade, Serbia"
mathi2018a,"Ash, Abigail","Earth Institute, University College Dublin, Belfield, 4, Dublin, Ireland"
mathi2018a,"Atanassova, Nadezhda","Institute of Experimental Morphology, Pathology and Anthropology with Museum, Bulgarian Academy of Sciences, 1113 Sofia, Bulgaria"
mathi2018a,"Bacvarov, Krum","National Institute of Archaeology and Museum, Bulgarian Academy of Sciences, Sofia, BG-1000, Bulgaria"
mathi2018a,"Bocherens, Hervé","Department of Geosciences, Biogeology, Universität Tübingen, Tübingen, 72074, Germany"
mathi2018a,"Bocherens, Hervé","Senckenberg Centre for Human Evolution and Palaeoenvironment at the University of Tübingen, Tübingen, 72076, Germany"
mathi2018a,"Bolus, Michael","ROCEEH Research Center, Heidelberg Academy of Sciences and Humanities, University of Tübingen, Tübingen, 72070, Germany"
mathi2018a,"Bonsall, Clive","School of History, Classics and Archaeology, University of Edinburgh, Edinburgh, EH8 9AG, UK"
mathi2018a,"Borić, Dušan","The Italian Academy for Advanced Studies in America, Columbia University, New York, 10027, New York, USA"
mathi2018a,"Boroneanţ, Adina","Vasile Pârvan Institute of Archaeology, Romanian Academy, Bucharest, 010667, Romania"
mathi2018a,"Boyadzhiev, Yavor","National Institute of Archaeology and Museum, Bulgarian Academy of Sciences, Sofia, BG-1000, Bulgaria"
mathi2018a,"Broomandkhoshbacht, Nasreen","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
mathi2018a,"Broomandkhoshbacht, Nasreen","Howard Hughes Medical Institute, Harvard Medical School, Boston, 02115, Massachusetts, USA"
mathi2018a,"Budnik, Alicja","Human Biology Department, Cardinal Stefan Wyszyński University, 01-938, Warsaw, Poland"
mathi2018a,"Burmaz, Josip","KADUCEJ d.o.o.,, Split, 21000, Croatia"
mathi2018a,"Candilio, Francesca","Earth Institute, University College Dublin, Belfield, 4, Dublin, Ireland"
mathi2018a,"Caramelli, David","Dipartimento di Biologia, Università di Firenze, Florence, 50122, Italy"
mathi2018a,"Catalano, Giulio","Dipartimento di Scienze e tecnologie biologiche, chimiche e farmaceutiche, Lab. of Anthropology, Università degli studi di Palermo, 90133 Palermo, Italy"
mathi2018a,"Cheronet, Olivia","Earth Institute, University College Dublin, Belfield, 4, Dublin, Ireland"
mathi2018a,"Cheronet, Olivia","Department of Anthropology, University of Vienna, Vienna, 1090, Austria"
mathi2018a,"Chohadzhiev, Stefan","St. Cyril and Methodius University, 5000 Veliko Turnovo, Bulgaria"
mathi2018a,"Conard, Nicholas J.","Senckenberg Centre for Human Evolution and Palaeoenvironment at the University of Tübingen, Tübingen, 72076, Germany"
mathi2018a,"Conard, Nicholas J.","Department of Early Prehistory and Quaternary Ecology, University of Tübingen, Tübingen, 72070, Germany"
mathi2018a,"Cottiaux, Richard","INRAP/UMR 8215 Trajectoires, Nanterre, 92023, France"
mathi2018a,"Čuka, Maja","Archaeological Museum of Istria, Pula, 52100, Croatia"
mathi2018a,"Cupillard, Christophe","Service Régional de l'Archéologie de Bourgogne-Franche-Comté, Besançon, 25043, Cedex, France"
mathi2018a,"Cupillard, Christophe","Laboratoire Chronoenvironnement, UMR 6249 du CNRS, UFR des Sciences et Techniques, Besançon, 25030, Cedex, France"
mathi2018a,"Drucker, Dorothée G.","Senckenberg Centre for Human Evolution and Palaeoenvironment at the University of Tübingen, Tübingen, 72076, Germany"
mathi2018a,"Elenski, Nedko","Regional Museum of History Veliko Tarnovo, 5000 Veliko Tarnovo, Bulgaria"
mathi2018a,"Fernandes, Daniel","Earth Institute, University College Dublin, Belfield, 4, Dublin, Ireland"
mathi2018a,"Fernandes, Daniel","Department of Life Sciences, CIAS, University of Coimbra, Coimbra, 3000-456, Portugal"
mathi2018a,"Ferry, Matthew","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
mathi2018a,"Ferry, Matthew","Howard Hughes Medical Institute, Harvard Medical School, Boston, 02115, Massachusetts, USA"
mathi2018a,"Fortes, Gloria González","Department of Life Sciences and Biotechnology, University of Ferrara, Ferrara, 44100, Italy"
mathi2018a,"Francken, Michael","Institute for Archaeological Sciences, Paleoanthropology, University of Tübingen, Tübingen, 72070, Germany"
mathi2018a,"Galabova, Borislava","Laboratory for Human Bioarchaeology, Sofia, 1202, Bulgaria"
mathi2018a,"Gamarra, Beatriz","Earth Institute, University College Dublin, Belfield, 4, Dublin, Ireland"
mathi2018a,"Ganetsovski, Georgi","Regional Museum of History, 3000 Vratsa, Bulgaria"
mathi2018a,"Gaydarska, Bisserka","Department of Archaeology, Durham University, Durham DH1 3LE, UK"
mathi2018a,"Gély, Bernard","DRAC Auvergne - Rhône Alpes, Ministère de la Culture, Lyon, Cedex 01, France"
