CitationID,Name,Affiliation
günth2018a,"Coutinho, Alexandra","Department of Organismal Biology, Uppsala University, Uppsala, Sweden"
günth2018a,"Edlund, Hanna","Department of Organismal Biology, Uppsala University, Uppsala, Sweden"
günth2018a,"Eriksson, Gunilla","Department of Archaeology and Classical Studies, Stockholm University, Stockholm, Sweden"
günth2018a,"Fraser, Magdalena","Department of Organismal Biology, Uppsala University, Uppsala, Sweden"
günth2018a,"Fraser, Magdalena","Department of Archaeology and Ancient History, Uppsala University-Campus Gotland, Visby, Sweden"
günth2018a,"Götherström, Anders","Department of Archaeology and Classical Studies, Stockholm University, Stockholm, Sweden"
günth2018a,"Götherström, Anders","SciLifeLab, Uppsala and Stockholm, Sweden"
günth2018a,"Günther, Torsten","Department of Organismal Biology, Uppsala University, Uppsala, Sweden"
günth2018a,"Jakobsson, Mattias","Department of Organismal Biology, Uppsala University, Uppsala, Sweden"
günth2018a,"Jakobsson, Mattias","SciLifeLab, Uppsala and Stockholm, Sweden"
günth2018a,"Jørgensen, Roger","Tromsø University Museum, University of Tromsø-The Arctic University of Norway, Tromsø, Norway"
günth2018a,"Kılınç, Gülşah M.","Department of Organismal Biology, Uppsala University, Uppsala, Sweden"
günth2018a,"Kılınç, Gülşah M.","Department of Archaeology and Classical Studies, Stockholm University, Stockholm, Sweden"
günth2018a,"Kılınç, Gülşah M.","Middle East Technical University, Department of Biological Sciences, Ankara, Turkey"
günth2018a,"Krzewińska, Maja","Department of Archaeology and Classical Studies, Stockholm University, Stockholm, Sweden"
günth2018a,"Lidén, Kerstin","Department of Archaeology and Classical Studies, Stockholm University, Stockholm, Sweden"
günth2018a,"Lidén, Kerstin","Tromsø University Museum, University of Tromsø-The Arctic University of Norway, Tromsø, Norway"
günth2018a,"Malmström, Helena","Department of Organismal Biology, Uppsala University, Uppsala, Sweden"
günth2018a,"Munters, Arielle R.","Department of Organismal Biology, Uppsala University, Uppsala, Sweden"
günth2018a,"Netea, Mihai G.","Department of Internal Medicine and Radboud Center for Infectious Diseases, Radboud University Medical Center, Nijmegen, the Netherlands"
günth2018a,"Omrak, Ayça","Department of Archaeology and Classical Studies, Stockholm University, Stockholm, Sweden"
günth2018a,"Sánchez-Quinto, Federico","Department of Organismal Biology, Uppsala University, Uppsala, Sweden"
günth2018a,"Sellevold, Berit Jansen","Norwegian Institute for Cultural Heritage Research, Oslo, Norway"
günth2018a,"Shriver, Mark D.","Department of Anthropology, Penn State University, State College, Pennsylvania, United States of America"
günth2018a,"Simões, Luciana G.","Department of Organismal Biology, Uppsala University, Uppsala, Sweden"
günth2018a,"Sjölander, Anders","Department of Organismal Biology, Uppsala University, Uppsala, Sweden"
günth2018a,"Skar, Birgitte","Department ofArchaeology and Cultural History, Norwegian University of Science and Technology University Museum, Trondheim, Norway"
günth2018a,"Storå, Jan","Department of Archaeology and Classical Studies, Stockholm University, Stockholm, Sweden"
günth2018a,"Svensson, Emma M.","Department of Organismal Biology, Uppsala University, Uppsala, Sweden"
günth2018a,"Valdiosera, Cristina","Department of Archaeology and History, La Trobe University, Melbourne, Australia"
günth2018a,"Vicente, Mário","Department of Organismal Biology, Uppsala University, Uppsala, Sweden"
haak2015a,"Alt, Kurt Werner","Institute of Anthropology, Johannes Gutenberg University of Mainz, D-55128 Mainz, Germany"
haak2015a,"Alt, Kurt Werner","State Office for Heritage Management and Archaeology Saxony-Anhalt and State Museum of Prehistory, D-06114 Halle, Germany"
haak2015a,"Alt, Kurt Werner","Danube Private University, A-3500 Krems, Austria"
haak2015a,"Alt, Kurt Werner","Institute for Prehistory and Archaeological Science, University of Basel, CH-4003 Basel, Switzerland"
haak2015a,"Anthony, David","Anthropology Department, Hartwick College, Oneonta, 13820, New York, USA"
haak2015a,"Bánffy, Eszter","Institute of Archaeology, Research Centre for the Humanities, Hungarian Academy of Science, H-1014 Budapest, Hungary"
haak2015a,"Bánffy, Eszter","Römisch Germanische Kommission (RGK) Frankfurt, D-60325 Frankfurt, Germany"
haak2015a,"Brandt, Guido","Institute of Anthropology, Johannes Gutenberg University of Mainz, D-55128 Mainz, Germany"
haak2015a,"Brown, Dorcas","Anthropology Department, Hartwick College, Oneonta, 13820, New York, USA"
haak2015a,"Cooper, Alan","Australian Centre for Ancient DNA, School of Earth and Environmental Sciences & Environment Institute, University of Adelaide, Adelaide, 5005, South Australia, Australia"
haak2015a,"Economou, Christos","Archaeological Research Laboratory, Stockholm University, 114 18 Stockholm, Sweden,"
haak2015a,"Francken, Michael","Departments of Paleoanthropology and Archaeogenetics, Senckenberg Center for Human Evolution and Paleoenvironment, University of Tübingen, D-72070 Tübingen, Germany"
haak2015a,"Friederich, Susanne","State Office for Heritage Management and Archaeology Saxony-Anhalt and State Museum of Prehistory, D-06114 Halle, Germany"
haak2015a,"Fu, Qiaomei","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
haak2015a,"Fu, Qiaomei","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
haak2015a,"Fu, Qiaomei","Max Planck Institute for Evolutionary Anthropology, D-04103 Leipzig, Germany"
haak2015a,"Fu, Qiaomei","Key Laboratory of Vertebrate Evolution and Human Origins of Chinese Academy of Sciences, IVPP, CAS, Beijing 100049, China"
haak2015a,"Haak, Wolfgang","Australian Centre for Ancient DNA, School of Earth and Environmental Sciences & Environment Institute, University of Adelaide, Adelaide, 5005, South Australia, Australia"
haak2015a,"Hallgren, Fredrik","The Cultural Heritage Foundation, Västerås 722 12, Sweden"
haak2015a,"Harney, Eadaoin","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
haak2015a,"Harney, Eadaoin","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
haak2015a,"Harney, Eadaoin","Howard Hughes Medical Institute, Harvard Medical School, Boston, 02115, Massachusetts, USA"
haak2015a,"Khartanovich, Valery","Peter the Great Museum of Anthropology and Ethnography (Kunstkamera) RAS, St Petersburg 199034, Russia"
haak2015a,"Khokhlov, Aleksandr","Volga State Academy of Social Sciences and Humanities, Samara 443099, Russia"
haak2015a,"Krause, Johannes","Institute for Archaeological Sciences, University of Tübingen, D-72070 Tübingen, Germany"
haak2015a,"Krause, Johannes","Departments of Paleoanthropology and Archaeogenetics, Senckenberg Center for Human Evolution and Paleoenvironment, University of Tübingen, D-72070 Tübingen, Germany"
haak2015a,"Krause, Johannes","Max Planck Institute for the Science of Human History, D-07745 Jena, Germany"
haak2015a,"Kunst, Michael","Abteilung Madrid, Deutsches Archaeologisches Institut, E-28002 Madrid, Spain"
haak2015a,"Kuznetsov, Pavel","Volga State Academy of Social Sciences and Humanities, Samara 443099, Russia"
haak2015a,"Lazaridis, Iosif","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
haak2015a,"Lazaridis, Iosif","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
haak2015a,"Llamas, Bastien","Australian Centre for Ancient DNA, School of Earth and Environmental Sciences & Environment Institute, University of Adelaide, Adelaide, 5005, South Australia, Australia"
haak2015a,"Mallick, Swapan","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
haak2015a,"Mallick, Swapan","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
haak2015a,"Mallick, Swapan","Howard Hughes Medical Institute, Harvard Medical School, Boston, 02115, Massachusetts, USA"
haak2015a,"Meller, Harald","State Office for Heritage Management and Archaeology Saxony-Anhalt and State Museum of Prehistory, D-06114 Halle, Germany"
haak2015a,"Meyer, Matthias","Max Planck Institute for Evolutionary Anthropology, D-04103 Leipzig, Germany"
haak2015a,"Mittnik, Alissa","Institute for Archaeological Sciences, University of Tübingen, D-72070 Tübingen, Germany"
haak2015a,"Mochalov, Oleg","Volga State Academy of Social Sciences and Humanities, Samara 443099, Russia"
haak2015a,"Moiseyev, Vayacheslav","Peter the Great Museum of Anthropology and Ethnography (Kunstkamera) RAS, St Petersburg 199034, Russia"
haak2015a,"Nicklisch, Nicole","Institute of Anthropology, Johannes Gutenberg University of Mainz, D-55128 Mainz, Germany"
haak2015a,"Nicklisch, Nicole","State Office for Heritage Management and Archaeology Saxony-Anhalt and State Museum of Prehistory, D-06114 Halle, Germany"
haak2015a,"Nicklisch, Nicole","Danube Private University, A-3500 Krems, Austria"
haak2015a,"Nordenfelt, Susanne ","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
haak2015a,"Nordenfelt, Susanne ","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
haak2015a,"Patterson, Nick","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
haak2015a,"Pena, Rafael Garrido","Departamento de Prehistoria y Arqueología, Facultad de Filosofía y Letras, Universidad Autónoma de Madrid, E-28049 Madrid, Spain"
haak2015a,"Pichler, Sandra L.","Institute for Prehistory and Archaeological Science, University of Basel, CH-4003 Basel, Switzerland"
haak2015a,"Reich, David","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
haak2015a,"Reich, David","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
haak2015a,"Reich, David","Howard Hughes Medical Institute, Harvard Medical School, Boston, 02115, Massachusetts, USA"
haak2015a,"Risch, Roberto","Departamento de Prehistòria, Universitat Autònoma de Barcelona, E-08193 Barcelona, Spain"
haak2015a,"Rohland, Nadin","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
haak2015a,"Rohland, Nadin","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
haak2015a,"Rojo Guerra, Manuel A.","Departamento de Prehistòria y Arqueolgia, Universidad de Valladolid, E-47002 Valladolid, Spain"
haak2015a,"Roth, Christina","Institute of Anthropology, Johannes Gutenberg University of Mainz, D-55128 Mainz, Germany"
haak2015a,"Stewardson, Kristin","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
haak2015a,"Stewardson, Kristin","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
haak2015a,"Stewardson, Kristin","Howard Hughes Medical Institute, Harvard Medical School, Boston, 02115, Massachusetts, USA"
haak2015a,"Szécsényi-Nagy, Anna","Institute of Anthropology, Johannes Gutenberg University of Mainz, D-55128 Mainz, Germany"
haak2015a,"Szécsényi-Nagy, Anna","Institute of Archaeology, Research Centre for the Humanities, Hungarian Academy of Science, H-1014 Budapest, Hungary"
haak2015a,"Wahl, Joachim","State Office for Cultural Heritage Management Baden-Württemberg, Osteology, D-78467 Konstanz, Germany"
jones2017a,"Bradley, Daniel G.","Smurfit Institute of Genetics, Trinity College Dublin, Dublin 2, Ireland"
jones2017a,"Jones, Eppie R.","Smurfit Institute of Genetics, Trinity College Dublin, Dublin 2, Ireland"
jones2017a,"Jones, Eppie R.","Department of Zoology, University of Cambridge, Downing Street, Cambridge CB2 3EJ, UK"
jones2017a,"Lightfoot, Emma","McDonald Institute for Archaeological Research, University of Cambridge, Downing Street, Cambridge CB2 3ER, UK"
jones2017a,"Manica, Andrea","Department of Zoology, University of Cambridge, Downing Street, Cambridge CB2 3EJ, UK"
jones2017a,"Moiseyev, Vyacheslav","Peter the Great Museum of Anthropology and Ethnography (Kunstkamera) RAS, 199034 St. Petersburg, Russia"
jones2017a,"Nigst, Philip R.","Division of Archaeology, Department of Archaeology and Anthropology, University of Cambridge, Downing Street, Cambridge CB2 3DZ, UK"
jones2017a,"Pinhasi, Ron","School of Archaeology and Earth Institute, Belfield, University College Dublin, Dublin 4, Ireland"
jones2017a,"Zarina, Gunita","Institute of Latvian History, University of Latvia, Kalpaka Bulvāris 4, Rīga 1050, Latvia"
lazar2014a,"Ayodo, George","Center for Global Health and Child Development, Kisumu 40100, Kenya"
lazar2014a,"Babiker, Hamza A.","Institutes of Evolution, Immunology and Infection Research, School of Biological Sciences, University of Edinburgh, Edinburgh EH9 3JT, UK"
lazar2014a,"Babiker, Hamza A.","Biochemistry Department, Faculty of Medicine, Sultan Qaboos University, Alkhod, Muscat 123, Oman"
lazar2014a,"Bailliet, Graciela","Laboratorio de Genética Molecular Poblacional, Instituto Multidisciplinario de Biología Celular (IMBICE), CCT-CONICET & CICPBA, La Plata, B1906APO, Argentina"
lazar2014a,"Balanovska, Elena","Research Centre for Medical Genetics, Moscow 115478, Russia"
lazar2014a,"Balanovsky, Oleg","Research Centre for Medical Genetics, Moscow 115478, Russia"
lazar2014a,"Balanovsky, Oleg","Vavilov Institute for General Genetics, Moscow 119991, Russia"
lazar2014a,"Barrantes, Ramiro","Escuela de Biología, Universidad de Costa Rica, San José 2060, Costa Rica"
lazar2014a,"Bedoya, Gabriel","Institute of Biology, Research group GENMOL, Universidad de Antioquia, Medellín, Colombia"
lazar2014a,"Ben-Ami, Haim","Rambam Health Care Campus, Haifa 31096, Israel"
lazar2014a,"Bene, Judit","Department of Medical Genetics and Szentagothai Research Center, University of Pécs, Pécs H-7624, Hungary"
lazar2014a,"Berger, Bonnie","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
lazar2014a,"Berger, Bonnie","Department of Mathematics and Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, 02139, Massachusetts, USA"
lazar2014a,"Berrada, Fouad","Al Akhawayn University in Ifrane (AUI), School of Science and Engineering, Ifrane 53000, Morocco"
lazar2014a,"Bollongino, Ruth","Institute of Anthropology, Johannes Gutenberg University Mainz, Mainz D-55128, Germany"
lazar2014a,"Bos, Kirsten I.","Institute for Archaeological Sciences, University of Tübingen, Tübingen, 72074, Germany"
lazar2014a,"Bravi, Claudio M.","Laboratorio de Genética Molecular Poblacional, Instituto Multidisciplinario de Biología Celular (IMBICE), CCT-CONICET & CICPBA, La Plata, B1906APO, Argentina"
lazar2014a,"Brisighelli, Francesca","Forensic Genetics Laboratory, Institute of Legal Medicine, Università Cattolica del Sacro Cuore, Rome 00168, Italy"
lazar2014a,"Burger, Joachim","Institute of Anthropology, Johannes Gutenberg University Mainz, Mainz D-55128, Germany"
lazar2014a,"Busby, George B. J.","Department of Zoology, University of Oxford, Oxford OX1 3PS, UK"
lazar2014a,"Busby, George B. J.","Wellcome Trust Centre for Human Genetics, University of Oxford, Oxford OX3 7BN, UK"
lazar2014a,"Cali, Francesco","Laboratorio di Genetica Molecolare, IRCCS Associazione Oasi Maria SS, Troina 94018, Italy"
lazar2014a,"Capelli, Cristian","Department of Zoology, University of Oxford, Oxford OX1 3PS, UK"
lazar2014a,"Castellano, Sergi","Max Planck Institute for Evolutionary Anthropology, Leipzig, 04103, Germany"
lazar2014a,"Churnosov, Mikhail","Belgorod State University, Belgorod 308015, Russia"
lazar2014a,"Cole, David E. C.","Department of Laboratory Medicine and Pathobiology, University of Toronto, Toronto, Ontario M5G 1L5, Canada"
lazar2014a,"Comas, David","Institut de Biologia Evolutiva (CSIC-UPF), Departament de Ciències Experimentals i de la Salut, Universitat Pompeu Fabra, Barcelona 08003, Spain"
lazar2014a,"Cooper, Alan","Australian Centre for Ancient DNA and Environment Institute, School of Earth and Environmental Sciences, University of Adelaide, Adelaide, 5005, South Australia, Australia"
lazar2014a,"Corach, Daniel","Servicio de Huellas Digitales Genéticas, School of Pharmacy and Biochemistry, Universidad de Buenos Aires, 1113 CABA, Argentina"
lazar2014a,"Damba, Larissa","Institute of Cytology and Genetics, Siberian Branch of Russian Academy of Sciences, Novosibirsk 630090, Russia"
lazar2014a,"de Filippo, Cesare","Max Planck Institute for Evolutionary Anthropology, Leipzig, 04103, Germany"
lazar2014a,"Delsate, Dominique","National Museum of Natural History, L-2160, Luxembourg"
lazar2014a,"Delsate, Dominique","National Center of Archaeological Research, National Museum of History and Art, L-2345, Luxembourg"
lazar2014a,"Dryomov, Stanislav","Laboratory of Human Molecular Genetics, Institute of Molecular and Cellular Biology, Russian Academy of Science, Siberian Branch, Novosibirsk 630090, Russia"
lazar2014a,"Dugoujon, Jean-Michel","Anthropologie Moléculaire et Imagerie de Synthèse, CNRS UMR 5288, Université Paul Sabatier Toulouse III, Toulouse 31000, France"
lazar2014a,"Economou, Christos","Archaeological Research Laboratory, Stockholm University, 114 18, Sweden"
lazar2014a,"Eichler, Evan E.","Department of Genome Sciences, University of Washington, Seattle, Washington, 98195, USA"
lazar2014a,"Eichler, Evan E.","Howard Hughes Medical Institute, University of Washington, Seattle, 98195, Washington, USA"
lazar2014a,"Fedorova, Sardana A.","North-Eastern Federal University and Yakut Research Center of Complex Medical Problems, Yakutsk 677013, Russia"
lazar2014a,"Fornander, Elin","The Cultural Heritage Foundation, Västerås 722 12, Sweden"
lazar2014a,"Francken, Michael","Department of Paleoanthropology, Senckenberg Center for Human Evolution and Paleoenvironment, University of Tübingen, Tübingen D-72070, Germany"
lazar2014a,"Fu, Qiaomei","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
lazar2014a,"Fu, Qiaomei","Max Planck Institute for Evolutionary Anthropology, Leipzig, 04103, Germany"
lazar2014a,"Fu, Qiaomei","Key Laboratory of Vertebrate Evolution and Human Origins of Chinese Academy of Sciences, IVPP, CAS, Beijing 100049, China"
lazar2014a,"Gallego Romero, Irene","Department of Human Genetics, University of Chicago, Chicago, 60637, Illinois, USA"
lazar2014a,"Gubina, Marina","Institute of Cytology and Genetics, Siberian Branch of Russian Academy of Sciences, Novosibirsk 630090, Russia"
lazar2014a,"Guinet, Jean-Michel","National Museum of Natural History, L-2160, Luxembourg"
lazar2014a,"Haak, Wolfgang","Australian Centre for Ancient DNA and Environment Institute, School of Earth and Environmental Sciences, University of Adelaide, Adelaide, 5005, South Australia, Australia"
lazar2014a,"Hallgren, Fredrik","The Cultural Heritage Foundation, Västerås 722 12, Sweden"
lazar2014a,"Hammer, Michael","ARL Division of Biotechnology, University of Arizona, Tucson, 85721, Arizona, USA"
lazar2014a,"Henn, Brenna M.","Department of Ecology and Evolution, Stony Brook University, Stony Brook, New York 11794, USA"
lazar2014a,"Hervig, Tor","Department of Clinical Science, University of Bergen, Bergen 5021, Norway"
lazar2014a,"Hodoglugil, Ugur","NextBio, Illumina, Santa Clara, California 95050, USA"
lazar2014a,"Jha, Aashish R.","Department of Human Genetics, University of Chicago, Chicago, 60637, Illinois, USA"
lazar2014a,"Karachanak-Yankova, Sena","Department of Medical Genetics, National Human Genome Center, Medical University Sofia, Sofia 1431, Bulgaria"
lazar2014a,"Kelso, Janet","Max Planck Institute for Evolutionary Anthropology, Leipzig, 04103, Germany"
lazar2014a,"Khusainova, Rita","Institute of Biochemistry and Genetics, Ufa Research Centre, Russian Academy of Sciences, Ufa 450054, Russia"
lazar2014a,"Khusainova, Rita","Department of Genetics and Fundamental Medicine, Bashkir State University, Ufa 450074, Russia"
lazar2014a,"Khusnutdinova, Elza","Institute of Biochemistry and Genetics, Ufa Research Centre, Russian Academy of Sciences, Ufa 450054, Russia"
lazar2014a,"Khusnutdinova, Elza","Department of Genetics and Fundamental Medicine, Bashkir State University, Ufa 450074, Russia"
lazar2014a,"Kirsanow, Karola","Institute of Anthropology, Johannes Gutenberg University Mainz, Mainz D-55128, Germany"
lazar2014a,"Kittles, Rick","College of Medicine, University of Arizona, Tucson, 85724, Arizona, USA"
lazar2014a,"Kivisild, Toomas","Division of Biological Anthropology, University of Cambridge, Cambridge CB2 1QH, UK"
lazar2014a,"Klitz, William","Department of Integrative Biology, University of California, Berkeley, 94720-3140, California, USA"
lazar2014a,"Krause, Johannes","Institute for Archaeological Sciences, University of Tübingen, Tübingen, 72074, Germany"
lazar2014a,"Krause, Johannes","Senckenberg Centre for Human Evolution and Palaeoenvironment, University of Tübingen, 72070 Tübingen, Germany"
lazar2014a,"Krause, Johannes","Max Planck Institut für Geschichte und Naturwissenschaften, Jena 07745, Germany"
lazar2014a,"Kučinskas, Vaidutis","Department of Human and Medical Genetics, Vilnius University, Vilnius LT-08661, Lithuania"
lazar2014a,"Kushniarevich, Alena","Estonian Biocentre, Evolutionary Biology group, Tartu, 51010, Estonia"
lazar2014a,"Laredj, Leila","Translational Medicine and Neurogenetics, Institut de Génétique et de Biologie Moléculaire et Cellulaire, Illkirch 67404, France"
lazar2014a,"Lazaridis, Iosif","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
lazar2014a,"Lazaridis, Iosif","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
lazar2014a,"Li, Heng","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
lazar2014a,"Li, Heng","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
lazar2014a,"Lipson, Mark","Department of Mathematics and Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, 02139, Massachusetts, USA"
lazar2014a,"Litvinov, Sergey","Institute of Biochemistry and Genetics, Ufa Research Centre, Russian Academy of Sciences, Ufa 450054, Russia"
lazar2014a,"Litvinov, Sergey","Department of Genetics and Fundamental Medicine, Bashkir State University, Ufa 450074, Russia"
lazar2014a,"Litvinov, Sergey","Estonian Biocentre, Evolutionary Biology group, Tartu, 51010, Estonia"
lazar2014a,"Loukidis, Theologos","Amgen, 33 Kazantzaki Str, Ilioupolis 16342, Athens, Greece (T.L.)"
lazar2014a,"Loukidis, Theologos","Banaras Hindu University, Varanasi 221 005, India (L.S.)"
lazar2014a,"Loukidis, Theologos","Department of Genetics, Evolution and Environment, University College London, London WC1E 6BT, UK"
lazar2014a,"Mahley, Robert W.","Gladstone Institutes, San Francisco, 94158, California, USA"
lazar2014a,"Mallick, Swapan","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
lazar2014a,"Mallick, Swapan","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
lazar2014a,"Melegh, Béla","Department of Medical Genetics and Szentagothai Research Center, University of Pécs, Pécs H-7624, Hungary"
lazar2014a,"Metspalu, Ene","Department of Evolutionary Biology, University of Tartu, Tartu 51010, Estonia"
lazar2014a,"Metspalu, Mait","Estonian Biocentre, Evolutionary Biology group, Tartu, 51010, Estonia"
lazar2014a,"Meyer, Matthias","Max Planck Institute for Evolutionary Anthropology, Leipzig, 04103, Germany"
lazar2014a,"Mittnik, Alissa","Institute for Archaeological Sciences, University of Tübingen, Tübingen, 72074, Germany"
lazar2014a,"Molina, Julio","Centro de Investigaciones Biomédicas de Guatemala, Ciudad de Guatemala, Guatemala"
lazar2014a,"Mountain, Joanna","Research Department, 23andMe, Mountain View, California 94043, USA"
lazar2014a,"Näkkäläjärvi, Klemetti","Cultural Anthropology Program, University of Oulu, Oulu 90014, Finland"
lazar2014a,"Nesheva, Desislava","Department of Medical Genetics, National Human Genome Center, Medical University Sofia, Sofia 1431, Bulgaria"
lazar2014a,"Nordenfelt, Susanne","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
lazar2014a,"Nordenfelt, Susanne","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
lazar2014a,"Nyambo, Thomas","Department of Biochemistry, Muhimbili University of Health and Allied Sciences, Dar es Salaam 65001, Tanzania"
lazar2014a,"Osipova, Ludmila","Institute of Cytology and Genetics, Siberian Branch of Russian Academy of Sciences, Novosibirsk 630090, Russia"
lazar2014a,"Pääbo, Svante","Max Planck Institute for Evolutionary Anthropology, Leipzig, 04103, Germany"
lazar2014a,"Parik, Jüri","Department of Evolutionary Biology, University of Tartu, Tartu 51010, Estonia"
lazar2014a,"Patterson, Nick","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
lazar2014a,"Platonov, Fedor","Research Institute of Health, North-Eastern Federal University, Yakutsk 677000, Russia"
lazar2014a,"Posth, Cosimo","Institute for Archaeological Sciences, University of Tübingen, Tübingen, 72074, Germany"
lazar2014a,"Posukh, Olga","Institute of Cytology and Genetics, Siberian Branch of Russian Academy of Sciences, Novosibirsk 630090, Russia"
lazar2014a,"Prüfer, Kay","Max Planck Institute for Evolutionary Anthropology, Leipzig, 04103, Germany"
lazar2014a,"Reich, David","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
lazar2014a,"Reich, David","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
lazar2014a,"Reich, David","Howard Hughes Medical Institute, Harvard Medical School, Boston, 02115, Massachusetts, USA"
lazar2014a,"Renaud, Gabriel","Max Planck Institute for Evolutionary Anthropology, Leipzig, 04103, Germany"
lazar2014a,"Rohland, Nadin","Department of Genetics, Harvard Medical School, Boston, 02115, Massachusetts, USA"
lazar2014a,"Rohland, Nadin","Broad Institute of Harvard and MIT, Cambridge, 02142, Massachusetts, USA"
lazar2014a,"Romano, Valentino","Dipartimento di Fisica e Chimica, Università di Palermo, Palermo 90128, Italy"
lazar2014a,"Rothhammer, Francisco","Instituto de Alta Investigación, Universidad de Tarapacá, Arica 1000000, Chile"
lazar2014a,"Rothhammer, Francisco","Programa de Genética Humana ICBM Facultad de Medicina Universidad de Chile, Santiago 8320000, Chile"
lazar2014a,"Rothhammer, Francisco","Centro de Investigaciones del Hombre en el Desierto, Arica 1000000, Chile"
lazar2014a,"Rudan, Igor","Centre for Population Health Sciences, The University of Edinburgh Medical School, Edinburgh EH8 9AG, UK"
lazar2014a,"Ruizbakiev, Ruslan","Institute of Immunology, Academy of Science, Tashkent 70000, Uzbekistan"
lazar2014a,"Ruiz-Linares, Andres","Department of Genetics, Evolution and Environment, University College London, London WC1E 6BT, UK"
lazar2014a,"Sahakyan, Hovhannes","Estonian Biocentre, Evolutionary Biology group, Tartu, 51010, Estonia"
lazar2014a,"Sahakyan, Hovhannes","Laboratory of Ethnogenomics, Institute of Molecular Biology, National Academy of Sciences of Armenia, Yerevan 0014, Armenia"
lazar2014a,"Sajantila, Antti","Department of Forensic Medicine, Hjelt Institute, University of Helsinki, Helsinki 00014, Finland"
lazar2014a,"Sajantila, Antti","Department of Molecular and Medical Genetics, Institute of Applied Genetics, University of North Texas Health Science Center, Fort Worth, 76107, Texas, USA"
lazar2014a,"Salas, Antonio","Departamento de Anatomía Patolóxica e Ciencias Forenses, Unidade de Xenética, and Instituto de Ciencias Forenses, Grupo de Medicina Xenómica (GMX), Facultade de Medicina, Universidade de Santiago de Compostela, Galcia 15872, Spain"
lazar2014a,"Sawyer, Susanna","Max Planck Institute for Evolutionary Anthropology, Leipzig, 04103, Germany"
lazar2014a,"Schraiber, Joshua G.","Department of Genome Sciences, University of Washington, Seattle, Washington, 98195, USA"
lazar2014a,"Schraiber, Joshua G.","Department of Integrative Biology, University of California, Berkeley, 94720-3140, California, USA"
lazar2014a,"Singh, Lalji","Amgen, 33 Kazantzaki Str, Ilioupolis 16342, Athens, Greece (T.L.)"
lazar2014a,"Singh, Lalji","Banaras Hindu University, Varanasi 221 005, India (L.S.)"
lazar2014a,"Singh, Lalji","CSIR-Centre for Cellular and Molecular Biology, Hyderabad 500 007, India"
lazar2014a,"Slatkin, Montgomery","Department of Integrative Biology, University of California, Berkeley, 94720-3140, California, USA"
lazar2014a,"Starikovskaya, Elena B.","Laboratory of Human Molecular Genetics, Institute of Molecular and Cellular Biology, Russian Academy of Science, Siberian Branch, Novosibirsk 630090, Russia"
lazar2014a,"Sudmant, Peter H.","Department of Genome Sciences, University of Washington, Seattle, Washington, 98195, USA"
lazar2014a,"Sukernik, Rem","Laboratory of Human Molecular Genetics, Institute of Molecular and Cellular Biology, Russian Academy of Science, Siberian Branch, Novosibirsk 630090, Russia"
lazar2014a,"Tarekegn, Ayele","Research Fellow, Henry Stewart Group, Russell House, London WC1A 2HN, UK"
lazar2014a,"Thangaraj, Kumarasamy","CSIR-Centre for Cellular and Molecular Biology, Hyderabad 500 007, India"
lazar2014a,"Thomas, Mark G.","Department of Genetics, Evolution and Environment, University College London, London WC1E 6BT, UK"
